transaction_id,transaction_timestamp,transaction_type,merchant_category,amount,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,year,month,month_name,quarter,transaction_date
921,29-03-2024 12:03,P2P,Utilities,125,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,PNB,iOS,4G,0,2024,3,March,Q1,29-03-2024
922,22-06-2024 13:40,P2P,Fuel,2202,SUCCESS,46-55,26-35,Maharashtra,SBI,Yes Bank,iOS,4G,0,2024,6,June,Q2,22-06-2024
923,28-01-2024 02:14,P2P,Other,589,SUCCESS,36-45,18-25,Tamil Nadu,SBI,HDFC,Android,5G,0,2024,1,January,Q1,28-01-2024
924,07-09-2024 10:45,P2M,Fuel,607,SUCCESS,36-45,56+,Delhi,HDFC,SBI,Android,5G,0,2024,9,September,Q3,07-09-2024
925,03-10-2024 18:02,P2M,Shopping,2158,SUCCESS,26-35,26-35,Rajasthan,PNB,ICICI,Android,4G,0,2024,10,October,Q4,03-10-2024
926,22-07-2024 16:51,P2P,Grocery,1128,FAILED,18-25,18-25,Karnataka,PNB,HDFC,Android,4G,0,2024,7,July,Q3,22-07-2024
927,17-01-2024 11:38,Bill Payment,Entertainment,250,SUCCESS,26-35,26-35,Gujarat,ICICI,PNB,Android,4G,0,2024,1,January,Q1,17-01-2024
928,15-04-2024 09:00,P2M,Utilities,4123,SUCCESS,36-45,18-25,Telangana,IndusInd,Yes Bank,Android,WiFi,0,2024,4,April,Q2,15-04-2024
929,15-01-2024 19:44,P2P,Grocery,2121,SUCCESS,36-45,26-35,Uttar Pradesh,Axis,ICICI,Android,4G,0,2024,1,January,Q1,15-01-2024
930,14-02-2024 22:37,P2P,Food,173,SUCCESS,36-45,18-25,Delhi,Kotak,ICICI,Android,WiFi,0,2024,2,February,Q1,14-02-2024
931,11-11-2024 19:00,P2P,Education,2223,SUCCESS,56+,46-55,Gujarat,HDFC,Kotak,iOS,4G,0,2024,11,November,Q4,11-11-2024
932,22-01-2024 11:10,P2P,Grocery,1354,SUCCESS,26-35,18-25,Uttar Pradesh,ICICI,SBI,Android,5G,0,2024,1,January,Q1,22-01-2024
933,10-07-2024 20:23,P2P,Food,766,SUCCESS,36-45,26-35,Rajasthan,ICICI,IndusInd,Android,5G,0,2024,7,July,Q3,10-07-2024
934,27-03-2024 11:08,P2P,Grocery,431,SUCCESS,18-25,36-45,Delhi,PNB,SBI,iOS,WiFi,0,2024,3,March,Q1,27-03-2024
935,10-07-2024 17:00,P2M,Grocery,1609,SUCCESS,18-25,46-55,Maharashtra,IndusInd,Axis,Android,5G,0,2024,7,July,Q3,10-07-2024
936,14-01-2024 08:54,Recharge,Utilities,735,SUCCESS,56+,36-45,Tamil Nadu,Yes Bank,SBI,Android,5G,0,2024,1,January,Q1,14-01-2024
937,27-02-2024 07:59,P2P,Grocery,2377,SUCCESS,56+,18-25,Tamil Nadu,SBI,SBI,Android,4G,0,2024,2,February,Q1,27-02-2024
938,21-12-2024 21:36,P2M,Fuel,2186,SUCCESS,46-55,18-25,Uttar Pradesh,IndusInd,IndusInd,Android,4G,0,2024,12,December,Q4,21-12-2024
939,10-11-2024 22:07,P2M,Utilities,3425,SUCCESS,36-45,36-45,Andhra Pradesh,Axis,SBI,iOS,5G,0,2024,11,November,Q4,10-11-2024
940,27-10-2024 11:48,P2M,Utilities,5257,SUCCESS,26-35,36-45,Delhi,Yes Bank,HDFC,iOS,5G,0,2024,10,October,Q4,27-10-2024
941,05-03-2024 11:56,P2P,Food,144,SUCCESS,18-25,26-35,Karnataka,Axis,SBI,Android,5G,0,2024,3,March,Q1,05-03-2024
942,05-03-2024 20:26,P2P,Education,4844,SUCCESS,18-25,36-45,Delhi,SBI,HDFC,Android,5G,0,2024,3,March,Q1,05-03-2024
943,21-12-2024 09:15,P2P,Utilities,2054,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,HDFC,Android,4G,0,2024,12,December,Q4,21-12-2024
944,25-11-2024 07:04,P2M,Healthcare,685,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,IndusInd,iOS,4G,0,2024,11,November,Q4,25-11-2024
945,06-03-2024 12:54,P2P,Grocery,286,SUCCESS,26-35,46-55,Karnataka,HDFC,IndusInd,Android,WiFi,0,2024,3,March,Q1,06-03-2024
946,27-08-2024 20:43,P2M,Food,620,SUCCESS,26-35,46-55,Gujarat,SBI,Kotak,Android,3G,0,2024,8,August,Q3,27-08-2024
947,14-06-2024 20:32,P2P,Transport,183,SUCCESS,18-25,36-45,Tamil Nadu,IndusInd,ICICI,Android,4G,0,2024,6,June,Q2,14-06-2024
948,10-06-2024 12:20,P2P,Shopping,11038,SUCCESS,18-25,18-25,Tamil Nadu,Kotak,ICICI,iOS,4G,0,2024,6,June,Q2,10-06-2024
949,16-03-2024 18:34,P2P,Food,821,SUCCESS,18-25,36-45,Karnataka,HDFC,Kotak,Android,4G,0,2024,3,March,Q1,16-03-2024
950,17-08-2024 15:31,P2P,Utilities,987,SUCCESS,18-25,26-35,Uttar Pradesh,PNB,Yes Bank,iOS,4G,0,2024,8,August,Q3,17-08-2024
951,05-03-2024 12:23,P2P,Utilities,2289,SUCCESS,36-45,26-35,Karnataka,PNB,HDFC,Android,4G,0,2024,3,March,Q1,05-03-2024
952,17-04-2024 19:27,P2M,Shopping,355,SUCCESS,18-25,46-55,Delhi,ICICI,HDFC,Android,4G,0,2024,4,April,Q2,17-04-2024
953,11-07-2024 17:50,P2P,Other,344,SUCCESS,36-45,26-35,Gujarat,SBI,Yes Bank,Web,4G,0,2024,7,July,Q3,11-07-2024
954,21-09-2024 20:34,P2P,Utilities,3205,SUCCESS,36-45,18-25,Maharashtra,PNB,HDFC,iOS,4G,0,2024,9,September,Q3,21-09-2024
955,02-07-2024 10:39,P2P,Shopping,524,SUCCESS,36-45,18-25,West Bengal,Axis,SBI,Android,4G,0,2024,7,July,Q3,02-07-2024
956,06-03-2024 17:32,P2P,Food,488,SUCCESS,36-45,26-35,Tamil Nadu,PNB,PNB,Android,5G,0,2024,3,March,Q1,06-03-2024
957,02-04-2024 19:41,P2M,Grocery,511,SUCCESS,18-25,26-35,Uttar Pradesh,IndusInd,HDFC,Android,4G,0,2024,4,April,Q2,02-04-2024
958,21-10-2024 12:42,P2P,Transport,380,SUCCESS,36-45,18-25,Andhra Pradesh,Kotak,SBI,iOS,5G,0,2024,10,October,Q4,21-10-2024
959,04-01-2024 20:49,P2P,Healthcare,864,SUCCESS,36-45,36-45,West Bengal,HDFC,HDFC,Web,WiFi,0,2024,1,January,Q1,04-01-2024
960,26-11-2024 15:24,P2M,Entertainment,1253,SUCCESS,26-35,26-35,Gujarat,HDFC,HDFC,Android,4G,0,2024,11,November,Q4,26-11-2024
961,28-12-2024 13:26,Recharge,Shopping,518,SUCCESS,56+,26-35,Uttar Pradesh,IndusInd,Yes Bank,Android,5G,0,2024,12,December,Q4,28-12-2024
962,27-07-2024 14:16,Bill Payment,Grocery,486,SUCCESS,18-25,18-25,Uttar Pradesh,Yes Bank,PNB,Android,5G,0,2024,7,July,Q3,27-07-2024
963,20-05-2024 17:52,P2M,Transport,664,SUCCESS,18-25,56+,Uttar Pradesh,HDFC,HDFC,iOS,4G,0,2024,5,May,Q2,20-05-2024
964,13-01-2024 17:45,Bill Payment,Grocery,1006,SUCCESS,18-25,36-45,Tamil Nadu,HDFC,Yes Bank,Android,4G,0,2024,1,January,Q1,13-01-2024
965,28-01-2024 13:16,P2P,Transport,637,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,SBI,Android,5G,0,2024,1,January,Q1,28-01-2024
966,29-06-2024 16:06,P2P,Food,573,SUCCESS,18-25,26-35,Karnataka,SBI,PNB,Android,4G,0,2024,6,June,Q2,29-06-2024
967,17-12-2024 16:34,P2M,Shopping,5736,SUCCESS,18-25,26-35,Maharashtra,SBI,SBI,Android,4G,0,2024,12,December,Q4,17-12-2024
968,01-05-2024 17:04,P2P,Fuel,527,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,SBI,iOS,WiFi,0,2024,5,May,Q2,01-05-2024
969,24-01-2024 17:05,Bill Payment,Other,375,SUCCESS,26-35,26-35,Maharashtra,Kotak,PNB,Android,4G,0,2024,1,January,Q1,24-01-2024
970,21-10-2024 20:33,P2M,Entertainment,312,SUCCESS,26-35,18-25,Uttar Pradesh,Yes Bank,Yes Bank,Android,4G,0,2024,10,October,Q4,21-10-2024
971,04-11-2024 18:53,P2M,Fuel,515,SUCCESS,26-35,36-45,Delhi,ICICI,Axis,Android,4G,0,2024,11,November,Q4,04-11-2024
972,28-12-2024 13:55,Bill Payment,Utilities,444,SUCCESS,46-55,26-35,West Bengal,SBI,PNB,iOS,4G,0,2024,12,December,Q4,28-12-2024
973,28-11-2024 12:21,P2P,Grocery,926,SUCCESS,46-55,18-25,Delhi,HDFC,Yes Bank,Android,4G,0,2024,11,November,Q4,28-11-2024
974,19-07-2024 19:53,Bill Payment,Fuel,1676,FAILED,26-35,26-35,Karnataka,HDFC,ICICI,Android,4G,0,2024,7,July,Q3,19-07-2024
975,29-10-2024 22:52,P2P,Utilities,316,SUCCESS,26-35,36-45,Andhra Pradesh,Kotak,Kotak,Android,4G,0,2024,10,October,Q4,29-10-2024
976,05-01-2024 18:41,P2P,Fuel,709,SUCCESS,26-35,18-25,West Bengal,SBI,IndusInd,Web,4G,0,2024,1,January,Q1,05-01-2024
977,24-02-2024 11:09,P2P,Shopping,7121,SUCCESS,18-25,36-45,Uttar Pradesh,HDFC,SBI,Android,4G,0,2024,2,February,Q1,24-02-2024
978,20-08-2024 19:08,P2M,Food,444,FAILED,36-45,36-45,Gujarat,SBI,SBI,iOS,WiFi,0,2024,8,August,Q3,20-08-2024
979,04-12-2024 21:03,P2P,Food,352,SUCCESS,36-45,36-45,Tamil Nadu,Yes Bank,SBI,Android,4G,0,2024,12,December,Q4,04-12-2024
980,03-11-2024 21:58,P2M,Transport,1533,SUCCESS,26-35,18-25,Telangana,Axis,PNB,Android,4G,0,2024,11,November,Q4,03-11-2024
981,28-03-2024 19:57,P2P,Healthcare,271,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,SBI,Android,5G,0,2024,3,March,Q1,28-03-2024
982,24-08-2024 11:55,P2P,Education,4804,SUCCESS,26-35,36-45,Karnataka,Axis,Axis,iOS,5G,0,2024,8,August,Q3,24-08-2024
983,02-07-2024 07:05,Bill Payment,Grocery,1508,SUCCESS,46-55,26-35,Uttar Pradesh,HDFC,HDFC,Android,4G,0,2024,7,July,Q3,02-07-2024
984,08-06-2024 16:08,P2P,Grocery,384,SUCCESS,56+,26-35,Maharashtra,IndusInd,SBI,Android,5G,0,2024,6,June,Q2,08-06-2024
985,03-12-2024 11:08,P2P,Shopping,1879,SUCCESS,18-25,26-35,Karnataka,IndusInd,HDFC,Android,4G,0,2024,12,December,Q4,03-12-2024
986,23-09-2024 18:28,P2M,Fuel,1313,SUCCESS,36-45,18-25,Maharashtra,ICICI,SBI,iOS,5G,0,2024,9,September,Q3,23-09-2024
987,04-03-2024 16:30,P2M,Fuel,583,SUCCESS,26-35,36-45,West Bengal,PNB,Yes Bank,Android,WiFi,0,2024,3,March,Q1,04-03-2024
988,06-10-2024 02:31,P2P,Grocery,424,SUCCESS,18-25,46-55,Maharashtra,Axis,Axis,Android,4G,0,2024,10,October,Q4,06-10-2024
989,09-03-2024 02:48,Bill Payment,Entertainment,142,SUCCESS,18-25,26-35,Delhi,Yes Bank,Yes Bank,Android,4G,0,2024,3,March,Q1,09-03-2024
990,18-09-2024 16:34,Recharge,Fuel,1053,SUCCESS,18-25,26-35,Telangana,Kotak,Yes Bank,iOS,4G,0,2024,9,September,Q3,18-09-2024
991,17-07-2024 06:44,Bill Payment,Entertainment,479,SUCCESS,26-35,18-25,Delhi,SBI,Yes Bank,Android,4G,0,2024,7,July,Q3,17-07-2024
992,10-11-2024 00:07,P2P,Grocery,717,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,SBI,Android,5G,0,2024,11,November,Q4,10-11-2024
993,10-01-2024 18:24,P2M,Food,429,SUCCESS,36-45,36-45,Rajasthan,SBI,HDFC,Android,4G,0,2024,1,January,Q1,10-01-2024
994,13-09-2024 16:31,P2P,Grocery,1240,SUCCESS,36-45,36-45,Rajasthan,HDFC,Axis,Android,4G,0,2024,9,September,Q3,13-09-2024
995,12-08-2024 02:42,P2M,Shopping,3473,SUCCESS,36-45,18-25,Karnataka,SBI,SBI,iOS,4G,0,2024,8,August,Q3,12-08-2024
996,18-04-2024 21:01,Recharge,Entertainment,178,SUCCESS,18-25,18-25,Karnataka,Kotak,SBI,Android,4G,0,2024,4,April,Q2,18-04-2024
997,01-11-2024 12:05,P2P,Transport,423,SUCCESS,36-45,18-25,Uttar Pradesh,ICICI,IndusInd,iOS,5G,0,2024,11,November,Q4,01-11-2024
998,10-02-2024 11:31,P2M,Other,2251,SUCCESS,18-25,26-35,Delhi,HDFC,Kotak,iOS,4G,0,2024,2,February,Q1,10-02-2024
999,17-10-2024 17:18,P2P,Shopping,2594,SUCCESS,46-55,26-35,Telangana,IndusInd,SBI,iOS,4G,0,2024,10,October,Q4,17-10-2024
1000,01-07-2024 22:07,P2M,Transport,157,SUCCESS,26-35,26-35,Maharashtra,Axis,HDFC,Android,WiFi,0,2024,7,July,Q3,01-07-2024
1001,23-08-2024 17:10,P2P,Entertainment,165,SUCCESS,36-45,46-55,West Bengal,PNB,ICICI,Android,5G,0,2024,8,August,Q3,23-08-2024
1002,29-06-2024 18:05,Bill Payment,Grocery,638,SUCCESS,18-25,36-45,Uttar Pradesh,ICICI,PNB,Android,4G,0,2024,6,June,Q2,29-06-2024
1003,18-12-2024 08:43,P2M,Shopping,3052,SUCCESS,18-25,56+,Andhra Pradesh,Yes Bank,Kotak,iOS,4G,0,2024,12,December,Q4,18-12-2024
1004,31-08-2024 12:04,P2M,Utilities,1363,SUCCESS,26-35,18-25,Tamil Nadu,ICICI,SBI,Android,4G,0,2024,8,August,Q3,31-08-2024
1005,04-05-2024 12:23,P2M,Food,1953,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,HDFC,Android,4G,0,2024,5,May,Q2,04-05-2024
1006,07-09-2024 10:25,P2P,Grocery,2222,FAILED,26-35,26-35,Maharashtra,IndusInd,SBI,Android,4G,0,2024,9,September,Q3,07-09-2024
1007,10-03-2024 18:53,P2P,Food,386,SUCCESS,36-45,18-25,Rajasthan,Yes Bank,Yes Bank,iOS,5G,0,2024,3,March,Q1,10-03-2024
1008,30-04-2024 17:40,P2P,Utilities,1682,SUCCESS,46-55,26-35,Andhra Pradesh,IndusInd,Kotak,Android,4G,0,2024,4,April,Q2,30-04-2024
1009,19-12-2024 09:11,P2P,Food,96,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,Kotak,iOS,4G,0,2024,12,December,Q4,19-12-2024
1010,14-12-2024 18:30,P2M,Fuel,4164,SUCCESS,56+,18-25,West Bengal,HDFC,ICICI,Android,4G,0,2024,12,December,Q4,14-12-2024
1011,14-10-2024 09:54,P2M,Other,301,SUCCESS,26-35,26-35,Delhi,ICICI,HDFC,Android,4G,0,2024,10,October,Q4,14-10-2024
1012,16-10-2024 08:12,P2P,Transport,74,SUCCESS,56+,26-35,Telangana,ICICI,IndusInd,iOS,5G,0,2024,10,October,Q4,16-10-2024
1013,07-12-2024 10:45,P2M,Other,2230,SUCCESS,36-45,26-35,Maharashtra,Kotak,SBI,iOS,4G,0,2024,12,December,Q4,07-12-2024
1014,20-02-2024 19:47,P2M,Transport,57,SUCCESS,18-25,56+,Rajasthan,ICICI,PNB,Android,3G,0,2024,2,February,Q1,20-02-2024
1015,10-01-2024 22:47,P2P,Food,207,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,Axis,Android,WiFi,0,2024,1,January,Q1,10-01-2024
1016,28-08-2024 15:10,P2P,Grocery,148,SUCCESS,36-45,36-45,Rajasthan,HDFC,Axis,iOS,5G,0,2024,8,August,Q3,28-08-2024
1017,18-06-2024 14:52,P2P,Food,171,SUCCESS,36-45,18-25,Telangana,IndusInd,ICICI,Android,WiFi,0,2024,6,June,Q2,18-06-2024
1018,17-12-2024 21:26,P2P,Food,275,SUCCESS,26-35,46-55,Tamil Nadu,ICICI,SBI,Android,4G,0,2024,12,December,Q4,17-12-2024
1019,30-10-2024 12:37,P2P,Grocery,1341,SUCCESS,18-25,26-35,Maharashtra,PNB,Yes Bank,Android,4G,0,2024,10,October,Q4,30-10-2024
1020,25-08-2024 15:21,P2M,Grocery,1795,SUCCESS,36-45,26-35,West Bengal,PNB,IndusInd,Android,5G,0,2024,8,August,Q3,25-08-2024
1021,18-12-2024 09:57,P2M,Shopping,446,SUCCESS,26-35,36-45,Uttar Pradesh,Axis,SBI,Android,4G,0,2024,12,December,Q4,18-12-2024
1022,02-01-2024 07:28,P2M,Utilities,1301,SUCCESS,36-45,26-35,Maharashtra,HDFC,Yes Bank,Web,WiFi,0,2024,1,January,Q1,02-01-2024
1023,04-03-2024 16:53,P2P,Grocery,1468,SUCCESS,18-25,26-35,Karnataka,Axis,ICICI,iOS,WiFi,0,2024,3,March,Q1,04-03-2024
1024,13-12-2024 16:59,Bill Payment,Transport,271,SUCCESS,46-55,36-45,Gujarat,ICICI,Axis,Android,4G,0,2024,12,December,Q4,13-12-2024
1025,28-02-2024 18:26,P2M,Fuel,931,SUCCESS,18-25,26-35,Gujarat,PNB,SBI,Android,4G,0,2024,2,February,Q1,28-02-2024
1026,15-07-2024 23:53,P2P,Grocery,1606,SUCCESS,26-35,26-35,Karnataka,ICICI,HDFC,Android,5G,0,2024,7,July,Q3,15-07-2024
1027,16-12-2024 23:15,Bill Payment,Other,587,SUCCESS,56+,36-45,Uttar Pradesh,ICICI,PNB,iOS,WiFi,0,2024,12,December,Q4,16-12-2024
1028,04-02-2024 22:15,P2M,Entertainment,790,SUCCESS,18-25,36-45,Maharashtra,SBI,PNB,iOS,4G,0,2024,2,February,Q1,04-02-2024
1029,03-06-2024 18:09,Bill Payment,Grocery,601,SUCCESS,46-55,18-25,Karnataka,PNB,HDFC,Android,3G,0,2024,6,June,Q2,03-06-2024
1030,10-03-2024 14:46,Recharge,Grocery,4161,SUCCESS,26-35,26-35,Rajasthan,PNB,ICICI,Android,4G,0,2024,3,March,Q1,10-03-2024
1031,26-10-2024 19:54,P2P,Fuel,949,SUCCESS,26-35,18-25,Maharashtra,SBI,SBI,Android,WiFi,0,2024,10,October,Q4,26-10-2024
1032,10-12-2024 12:44,P2P,Shopping,770,SUCCESS,46-55,26-35,Andhra Pradesh,Yes Bank,IndusInd,iOS,4G,0,2024,12,December,Q4,10-12-2024
1033,08-01-2024 07:28,P2P,Fuel,1210,SUCCESS,26-35,18-25,Rajasthan,SBI,Yes Bank,Android,3G,0,2024,1,January,Q1,08-01-2024
1034,25-08-2024 12:09,P2P,Grocery,500,SUCCESS,46-55,26-35,Uttar Pradesh,SBI,Axis,Android,4G,0,2024,8,August,Q3,25-08-2024
1035,10-04-2024 19:37,Bill Payment,Grocery,532,SUCCESS,26-35,26-35,Telangana,SBI,HDFC,Android,3G,0,2024,4,April,Q2,10-04-2024
1036,14-02-2024 18:35,P2P,Utilities,3393,SUCCESS,26-35,26-35,Uttar Pradesh,Kotak,SBI,Android,4G,0,2024,2,February,Q1,14-02-2024
1037,20-12-2024 18:27,P2M,Grocery,887,SUCCESS,26-35,26-35,Maharashtra,HDFC,HDFC,Android,4G,0,2024,12,December,Q4,20-12-2024
1038,07-08-2024 09:10,P2P,Shopping,1059,SUCCESS,18-25,18-25,Karnataka,IndusInd,Yes Bank,iOS,4G,0,2024,8,August,Q3,07-08-2024
1039,13-11-2024 17:56,P2M,Transport,24,SUCCESS,26-35,46-55,Delhi,IndusInd,Kotak,Android,5G,0,2024,11,November,Q4,13-11-2024
1040,09-04-2024 14:54,Bill Payment,Other,195,SUCCESS,36-45,26-35,Karnataka,SBI,Yes Bank,Android,5G,0,2024,4,April,Q2,09-04-2024
1041,16-03-2024 16:10,P2P,Fuel,2330,SUCCESS,26-35,46-55,Rajasthan,Kotak,PNB,Android,4G,0,2024,3,March,Q1,16-03-2024
1042,01-12-2024 21:01,P2M,Other,684,FAILED,18-25,18-25,Maharashtra,PNB,PNB,Android,3G,0,2024,12,December,Q4,01-12-2024
1043,14-01-2024 17:04,P2P,Utilities,4813,SUCCESS,26-35,46-55,Tamil Nadu,HDFC,ICICI,Android,4G,0,2024,1,January,Q1,14-01-2024
1044,24-08-2024 20:47,Recharge,Grocery,171,SUCCESS,36-45,46-55,Andhra Pradesh,ICICI,Yes Bank,iOS,WiFi,0,2024,8,August,Q3,24-08-2024
1045,04-05-2024 20:37,Bill Payment,Other,406,SUCCESS,26-35,36-45,Uttar Pradesh,Yes Bank,ICICI,Web,4G,0,2024,5,May,Q2,04-05-2024
1046,29-07-2024 22:28,P2M,Grocery,1779,SUCCESS,26-35,26-35,Rajasthan,PNB,IndusInd,Android,4G,0,2024,7,July,Q3,29-07-2024
1047,11-12-2024 21:33,Recharge,Grocery,438,SUCCESS,18-25,36-45,Tamil Nadu,HDFC,SBI,Android,4G,0,2024,12,December,Q4,11-12-2024
1048,24-12-2024 13:04,P2P,Utilities,2185,SUCCESS,46-55,18-25,Tamil Nadu,ICICI,IndusInd,Android,4G,0,2024,12,December,Q4,24-12-2024
1049,28-08-2024 14:13,Bill Payment,Healthcare,331,SUCCESS,36-45,56+,Tamil Nadu,Yes Bank,Kotak,Android,5G,0,2024,8,August,Q3,28-08-2024
1050,19-09-2024 18:03,P2P,Shopping,869,SUCCESS,46-55,36-45,Karnataka,ICICI,IndusInd,Android,WiFi,0,2024,9,September,Q3,19-09-2024
1051,25-11-2024 17:23,P2P,Education,2415,SUCCESS,18-25,46-55,Gujarat,HDFC,SBI,Android,4G,0,2024,11,November,Q4,25-11-2024
1052,14-06-2024 00:54,Bill Payment,Entertainment,163,SUCCESS,18-25,18-25,Rajasthan,SBI,HDFC,Android,5G,0,2024,6,June,Q2,14-06-2024
1053,31-03-2024 22:14,P2M,Utilities,350,SUCCESS,26-35,18-25,Maharashtra,HDFC,SBI,iOS,5G,0,2024,3,March,Q1,31-03-2024
1054,24-03-2024 20:55,P2P,Grocery,253,SUCCESS,56+,18-25,Delhi,ICICI,Yes Bank,Android,5G,0,2024,3,March,Q1,24-03-2024
1055,19-02-2024 17:37,Bill Payment,Grocery,249,SUCCESS,26-35,26-35,Maharashtra,SBI,PNB,Android,4G,0,2024,2,February,Q1,19-02-2024
1056,19-05-2024 00:51,P2M,Shopping,2581,SUCCESS,36-45,18-25,Tamil Nadu,SBI,SBI,iOS,WiFi,0,2024,5,May,Q2,19-05-2024
1057,25-05-2024 18:46,P2M,Transport,692,SUCCESS,18-25,26-35,Uttar Pradesh,HDFC,SBI,Android,4G,0,2024,5,May,Q2,25-05-2024
1058,29-08-2024 07:37,P2M,Utilities,2452,SUCCESS,18-25,56+,Tamil Nadu,SBI,SBI,Android,5G,0,2024,8,August,Q3,29-08-2024
1059,14-02-2024 13:39,P2P,Grocery,116,SUCCESS,18-25,18-25,Tamil Nadu,Yes Bank,ICICI,Android,4G,0,2024,2,February,Q1,14-02-2024
1060,01-08-2024 14:42,P2M,Grocery,182,SUCCESS,36-45,18-25,Telangana,Axis,ICICI,iOS,4G,0,2024,8,August,Q3,01-08-2024
1061,12-02-2024 06:31,Bill Payment,Food,544,SUCCESS,18-25,36-45,West Bengal,HDFC,Axis,Android,4G,0,2024,2,February,Q1,12-02-2024
1062,12-10-2024 10:55,P2P,Utilities,2411,SUCCESS,36-45,18-25,Uttar Pradesh,ICICI,Axis,Android,4G,0,2024,10,October,Q4,12-10-2024
1063,24-07-2024 13:24,P2P,Fuel,2300,SUCCESS,36-45,18-25,Telangana,HDFC,HDFC,Android,3G,0,2024,7,July,Q3,24-07-2024
1064,01-01-2024 09:39,Bill Payment,Food,89,SUCCESS,26-35,36-45,Tamil Nadu,Kotak,ICICI,Android,5G,0,2024,1,January,Q1,01-01-2024
1065,15-10-2024 19:06,P2M,Shopping,1960,SUCCESS,36-45,46-55,Delhi,HDFC,PNB,iOS,3G,0,2024,10,October,Q4,15-10-2024
1066,04-09-2024 07:54,P2M,Grocery,160,SUCCESS,46-55,18-25,Rajasthan,Yes Bank,SBI,Android,5G,0,2024,9,September,Q3,04-09-2024
1067,08-02-2024 14:59,P2P,Shopping,8149,FAILED,18-25,36-45,Delhi,SBI,Kotak,Android,4G,0,2024,2,February,Q1,08-02-2024
1068,22-06-2024 10:05,P2P,Entertainment,208,SUCCESS,18-25,26-35,Delhi,PNB,Kotak,Android,5G,0,2024,6,June,Q2,22-06-2024
1069,01-09-2024 21:08,Bill Payment,Utilities,5490,SUCCESS,26-35,36-45,Delhi,IndusInd,Axis,Android,5G,0,2024,9,September,Q3,01-09-2024
1070,17-01-2024 13:58,P2P,Transport,72,SUCCESS,26-35,36-45,Maharashtra,PNB,Axis,Android,4G,0,2024,1,January,Q1,17-01-2024
1071,03-10-2024 18:41,P2P,Food,264,SUCCESS,18-25,18-25,Telangana,ICICI,ICICI,Android,4G,0,2024,10,October,Q4,03-10-2024
1072,29-09-2024 07:21,Bill Payment,Transport,454,SUCCESS,26-35,18-25,Uttar Pradesh,HDFC,PNB,Web,WiFi,0,2024,9,September,Q3,29-09-2024
1073,29-01-2024 20:41,P2P,Healthcare,393,SUCCESS,46-55,36-45,Uttar Pradesh,Yes Bank,PNB,Android,5G,0,2024,1,January,Q1,29-01-2024
1074,06-05-2024 20:43,Bill Payment,Grocery,312,SUCCESS,46-55,46-55,Gujarat,IndusInd,SBI,Android,5G,0,2024,5,May,Q2,06-05-2024
1075,28-06-2024 17:51,Bill Payment,Food,159,SUCCESS,46-55,26-35,Karnataka,HDFC,Axis,Android,WiFi,0,2024,6,June,Q2,28-06-2024
1076,19-04-2024 16:12,P2M,Shopping,952,SUCCESS,46-55,36-45,Tamil Nadu,IndusInd,Kotak,Android,5G,0,2024,4,April,Q2,19-04-2024
1077,12-03-2024 14:04,P2M,Food,1319,SUCCESS,36-45,36-45,Tamil Nadu,PNB,PNB,iOS,4G,0,2024,3,March,Q1,12-03-2024
1078,29-07-2024 11:53,P2M,Grocery,842,SUCCESS,36-45,26-35,Telangana,IndusInd,HDFC,iOS,4G,0,2024,7,July,Q3,29-07-2024
1079,02-09-2024 18:42,P2M,Food,42,SUCCESS,36-45,26-35,Gujarat,Kotak,PNB,Android,4G,0,2024,9,September,Q3,02-09-2024
1080,02-10-2024 08:32,Bill Payment,Food,133,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,ICICI,Android,3G,0,2024,10,October,Q4,02-10-2024
1081,08-05-2024 19:46,P2P,Grocery,249,SUCCESS,46-55,18-25,Karnataka,IndusInd,SBI,Android,4G,0,2024,5,May,Q2,08-05-2024
1082,02-07-2024 22:07,Bill Payment,Shopping,369,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,HDFC,iOS,WiFi,0,2024,7,July,Q3,02-07-2024
1083,25-01-2024 00:29,P2M,Transport,56,SUCCESS,18-25,36-45,Maharashtra,Kotak,SBI,Android,4G,0,2024,1,January,Q1,25-01-2024
1084,09-04-2024 20:19,P2P,Fuel,590,SUCCESS,26-35,36-45,Karnataka,SBI,SBI,iOS,4G,0,2024,4,April,Q2,09-04-2024
1085,01-03-2024 14:29,P2P,Education,4591,SUCCESS,26-35,18-25,Telangana,SBI,Kotak,Android,4G,0,2024,3,March,Q1,01-03-2024
1086,12-07-2024 19:16,P2M,Shopping,4246,SUCCESS,18-25,36-45,Delhi,IndusInd,SBI,Android,3G,0,2024,7,July,Q3,12-07-2024
